gamma,sample_count,threshold_mean,threshold_std,threshold_sem,margin_mean,margin_std,margin_sem,epsilon_mean,epsilon_std,epsilon_sem,epsilon_crit_mean,epsilon_crit_std,epsilon_crit_sem,degree_cv_mean,degree_cv_std,degree_cv_sem,degree_var_mean,degree_var_std,degree_var_sem,max_degree_fraction_mean,max_degree_fraction_std,max_degree_fraction_sem,S_N_mean,S_N_std,S_N_sem,relative_residual_max,threshold_RR,complete20
0.5,100,4.0459927651865284,0.0034469419760247777,0.00034469419760247777,-0.0020873043780989952,0.0002103197023611269,2.103197023611269e-05,-0.001530715829227778,0.00021992255783998446,2.1992255783998446e-05,0.00055658854887117204,1.9698076856248857e-05,1.9698076856248859e-06,0.77722065827845876,0.014054308272172363,0.0014054308272172362,9.6682799999999993,0.35043384597387311,0.03504338459738731,0.016174999999999998,0.0020601743086006538,0.00020601743086006539,1148.7742477153315,17.245412270885126,1.7245412270885125,9.9627759019313507e-07,4.0120481927708811,True
0.55000000000000004,100,4.0420520968333822,0.0034301094795126711,0.00034301094795126711,-0.001846663434566499,0.00020959681136526254,2.0959681136526254e-05,-0.0012484709706834911,0.00021758121151502227,2.1758121151502226e-05,0.00059819246388297001,2.3987206298957517e-05,2.3987206298957515e-06,0.80682257117698186,0.016220190665220634,0.0016220190665220634,10.41957,0.41966011391615632,0.041966011391615633,0.018325000000000001,0.0024395468613840746,0.00024395468613840746,1113.4417942755615,19.724064549153788,1.9724064549153788,9.9850907017189996e-07,4.0120481927708811,True
0.59999999999999998,100,4.0386157256818231,0.0030424102415996671,0.00030424102415996669,-0.0016364776660747191,0.00018622375486979686,1.8622375486979687e-05,-0.000995057093376018,0.00019516759854372754,1.9516759854372756e-05,0.000641420572698649,2.7599004696697103e-05,2.7599004696697103e-06,0.83645909679883457,0.017888667550862228,0.0017888667550862228,11.19969,0.48004719244017763,0.048004719244017766,0.019805,0.0028202863598427649,0.0002820286359842765,1078.9496863473357,21.281227267507671,2.128122726750767,9.9806454427637896e-07,4.0120481927708811,True
0.65000000000000002,100,4.0344860050106659,0.0034698263909699696,0.00034698263909699697,-0.001383353487120148,0.00021273571903440835,2.1273571903440835e-05,-0.00068861571862907005,0.00022384828965379692,2.2384828965379692e-05,0.00069473776849102501,3.1037907468260483e-05,3.1037907468260485e-06,0.87192925036553037,0.019543589121805694,0.0019543589121805696,12.170219999999999,0.54675933397878951,0.054675933397878948,0.021320000000000002,0.0029987539499807671,0.00029987539499807668,1039.2218235661021,22.19499440518609,2.219499440518609,9.908939677071401e-07,4.0120481927708811,True
0.69999999999999996,100,4.0307503174770627,0.0030136671269236433,0.00030136671269236434,-0.0011540224410742329,0.000185122939662609,1.8512293966260902e-05,-0.00039668600296540439,0.00018947281473068886,1.8947281473068886e-05,0.00075733643810878303,3.1495658139205144e-05,3.1495658139205146e-06,0.91173021865128379,0.018765791951260234,0.0018765791951260234,13.30561,0.55080524881414494,0.055080524881414496,0.024655,0.0039265317412637219,0.0003926531741263722,996.0581767761521,20.568579763074453,2.0568579763074455,9.8475190404838496e-07,4.0120481927708811,True
0.75,100,4.0263177879645431,0.0032455522581977488,0.00032455522581977491,-0.00088135110626761802,0.0001998062542244781,1.9980625422447811e-05,-5.9641410715705919e-05,0.0002096177340472956,2.096177340472956e-05,0.00082170969555190503,4.3502607574011431e-05,4.3502607574011433e-06,0.95136965786919947,0.025191671019008408,0.0025191671019008407,14.491720000000001,0.76834983982794991,0.076834983982794994,0.025859999999999998,0.00369348320448573,0.00036934832044857298,955.59400263314876,26.311304060707336,2.6311304060707337,9.9937625370487907e-07,4.0120481927708811,True
0.80000000000000004,100,4.0216122072983245,0.0027052026639672513,0.00027052026639672511,-0.000591325544013993,0.00016684290747623736,1.6684290747623736e-05,0.00032687037075287148,0.0001807570934362145,1.8075709343621451e-05,0.00091819591476691598,5.512332443726884e-05,5.5123324437268836e-06,1.0077134892648816,0.030356028033620176,0.0030356028033620176,16.26238,0.9768345266856886,0.097683452668568857,0.029825000000000001,0.004736157394838866,0.0004736157394838866,900.64616799543535,29.875383604390642,2.9875383604390642,9.9871953851461106e-07,4.0120481927708811,True
0.84999999999999998,100,4.0171288807517467,0.0032132957464716316,0.00032132957464716316,-0.0003143299622590414,0.00019867534642198519,1.9867534642198519e-05,0.00072839483530768602,0.00021654642892637518,2.1654642892637519e-05,0.001042724797566774,7.7487550173621449e-05,7.7487550173621456e-06,1.0767001146690685,0.039878135975801296,0.0039878135975801293,18.573720000000002,1.3836206133243905,0.13836206133243906,0.034159999999999996,0.0063682768073435288,0.00063682768073435286,838.72676640697989,35.692464836759953,3.5692464836759954,9.9780617706878401e-07,4.0120481927708811,True
0.90000000000000002,100,4.0131684835083661,0.0031162769187679071,0.0003116276918767907,-6.9245503234634917e-05,0.00019293376254803988,1.9293376254803989e-05,0.0011178247926093038,0.00018902457294608208,1.890245729460821e-05,0.001187070295843953,8.2507241780362348e-05,8.2507241780362351e-06,1.1520435461359626,0.040217750823359294,0.0040217750823359297,21.26089,1.4873707457297001,0.14873707457297,0.039925000000000002,0.006359346497776943,0.00063593464977769432,776.22379925515486,32.882258215275428,3.2882258215275426,9.939683344827201e-07,4.0120481927708811,True
0.94999999999999996,100,4.0095631764493298,0.003386832766202615,0.00033868327662026152,0.00015421491330032383,0.00020996416865067566,2.0996416865067564e-05,0.0015861834440212318,0.0002187957076068101,2.1879570760681009e-05,0.0014319685307208729,0.00014103547281350652,1.4103547281350652e-05,1.2692313887312625,0.062364453901367946,0.0062364453901367946,25.836779999999997,2.5627585105573907,0.25627585105573908,0.048654999999999997,0.0094205060555914051,0.00094205060555914053,690.67272137619739,43.50294565747523,4.3502945657475234,9.9696290942349209e-07,4.0120481927708811,True
1,100,4.0063975782872365,0.0039341619692147417,0.00039341619692147419,0.0003506540437547953,0.00024440469082799614,2.4440469082799615e-05,0.0020774386860716561,0.00020638611703918639,2.0638611703918639e-05,0.00172678464231682,0.00019269141666056796,1.9269141666056796e-05,1.4001420547219476,0.079266534132233918,0.0079266534132233918,31.465889999999998,3.5855139690316666,0.35855139690316667,0.05756,0.01187036033764159,0.001187036033764159,609.61727287501901,46.59809630269605,4.6598096302696046,9.997288304180041e-07,4.0120481927708811,True
1.05,100,4.0068920535977801,0.0058239257977878781,0.00058239257977878785,0.00032013378224973597,0.0003609053620899558,3.6090536208995583e-05,0.0025516996686772903,0.0002048301699936945,2.0483016999369448e-05,0.0022315658864275139,0.00037242915270029552,3.7242915270029553e-05,1.5987858146607854,0.13273366604012729,0.013273366604012729,41.176929999999999,7.0362643774228593,0.70362643774228595,0.072895000000000001,0.018695769385860879,0.0018695769385860879,510.64086493361219,58.952561366115859,5.8952561366115859,9.9794800134655799e-07,4.0120481927708811,True
1.1000000000000001,100,4.0109168446043437,0.0097756193914110417,0.00097756193914110413,7.1893727744518521e-05,0.00060335476328192048,6.0335476328192049e-05,0.0031764773842850392,0.00019963366340684571,1.9963366340684572e-05,0.0031045836565405127,0.00064811155046718772,6.4811155046718777e-05,1.8990950234758883,0.20204595389157054,0.020204595389157053,58.351620000000004,12.568080827736797,1.2568080827736796,0.096255000000000007,0.025996065650265798,0.0025996065650265797,399.98476298000173,64.240622007898139,6.4240622007898143,9.8957177457658095e-07,4.0120481927708811,True
1.1499999999999999,100,4.0296792318825654,0.019087070735491474,0.0019087070735491474,-0.0010751840387685644,0.0011586737337053159,0.00011586737337053159,0.0037226211500466073,0.00018134668636672825,1.8134668636672823e-05,0.0047978051888151949,0.0012094285233045961,0.00012094285233045961,2.3831784068911088,0.30684230959490172,0.030684230959490171,92.36399999999999,24.248349688716196,2.4248349688716195,0.13819999999999999,0.041527707678735475,0.0041527707678735478,282.74601099457931,58.035884117067909,5.8035884117067909,9.9090832286413203e-07,4.0120481927708811,True
1.2,100,4.0704099581832436,0.036357855504400197,0.0036357855504400198,-0.003507742068993432,0.002139098329875837,0.0002139098329875837,0.0042586684557985961,0.00019369934144494657,1.9369934144494658e-05,0.0077664105247920775,0.0022381812135984572,0.00022381812135984571,3.0636817998411043,0.45276028210621083,0.045276028210621086,153.42541,45.989747482640858,4.5989747482640855,0.18790999999999999,0.053346559912945235,0.0053346559912945237,187.97104699282474,46.770242822318622,4.6770242822318622,9.83180506402052e-07,4.0120481927708811,True
1.25,100,4.1759774866395789,0.0792855451413573,0.0079285545141357296,-0.0094797754143265672,0.0043450389844705744,0.00043450389844705746,0.0047706754757686157,0.00014730442292249776,1.4730442292249776e-05,0.014250450890095252,0.0044037571481852699,0.00044037571481852697,4.2061241232132129,0.68191453604433905,0.068191453604433905,290.42939999999999,92.754833277753463,9.2754833277753459,0.28344999999999998,0.074669456793107672,0.0074669456793107674,109.48945021373694,34.528621564874825,3.4528621564874826,9.9565515763177299e-07,4.0120481927708811,True
1.3,100,4.3762478854605229,0.17678404544795953,0.017678404544795953,-0.019594404739020754,0.0084035632243364376,0.00084035632243364381,0.0050301948790308906,0.00012794836612442577,1.2794836612442577e-05,0.024624599618051694,0.0084525586305054072,0.0008452558630505407,5.5791543777549979,0.98355714154495755,0.09835571415449576,513.35478999999998,179.61130554944941,17.96113055494494,0.38890000000000002,0.10759707855295753,0.010759707855295753,66.14867114179512,22.848138886939356,2.2848138886939355,9.9960188337958901e-07,4.0120481927708811,True
1.3500000000000001,100,4.694466958632149,0.28031154608398001,0.028031154608398001,-0.033459001341546286,0.011210592572191102,0.0011210592572191101,0.0050496333365913203,0.00010230513247403298,1.0230513247403298e-05,0.03850863467813765,0.011256018597850727,0.0011256018597850727,7.0534580662897168,1.0864744355406408,0.10864744355406408,814.71829000000002,241.55488734021782,24.15548873402178,0.49969999999999998,0.11816404878067788,0.011816404878067788,42.096104452773631,14.901240154309468,1.4901240154309467,9.9945286632050502e-07,4.0120481927708811,True
1.3999999999999999,100,5.2027277390893767,0.44472536197659107,0.044472536197659104,-0.051224657340489685,0.013436079935832484,0.0013436079935832484,0.0048721007443113876,0.00012250054893400586,1.2250054893400585e-05,0.056096758084801107,0.013461047433214902,0.0013461047433214902,8.5895028723210061,1.065622313741911,0.1065622313741911,1198.4600800000001,292.59399742334995,29.259399742334995,0.61287500000000006,0.10140142685725317,0.010140142685725318,28.072416879705287,7.5885756955418495,0.75885756955418493,9.8579613416335401e-07,4.0120481927708811,True
1.45,100,5.8024159486461073,0.62929808524111064,0.062929808524111064,-0.067497695643609745,0.013970861666931149,0.0013970861666931149,0.0044801197501216422,0.00019341646406791628,1.9341646406791629e-05,0.071977815393731423,0.014001412915903072,0.0014001412915903072,9.7850058173874199,0.95971798714142764,0.09597179871414277,1546.53099,303.47163607488858,30.347163607488859,0.68114000000000008,0.10168062696005516,0.010168062696005516,21.429492779094268,4.2532248817728293,0.42532248817728291,9.9921755387611406e-07,4.0120481927708811,True
1.5,100,6.795107353129695,1.0382460094217285,0.10382460094217286,-0.086428825526201597,0.016445695468392505,0.0016445695468392506,0.0040349390939806266,0.00021896315731322242,2.1896315731322243e-05,0.090463764620182255,0.016461178191075558,0.0016461178191075558,11.010487538107434,1.0422891101185048,0.10422891101185047,1956.9014199999999,367.14763939793818,36.714763939793819,0.75749,0.089601671273193864,0.0089601671273193857,17.023951848474599,3.2429945209894586,0.32429945209894584,9.9466353632474804e-07,4.0120481927708811,True
