node,x,y
0,-0.16504183600494698,-0.06830561814803425
1,0.13097648240731374,0.19145254072284471
2,-0.022095030885230862,-0.010457981490930315
3,0.21134053656073487,0.038630602884143973
4,0.15789120964972927,0.19534715361200844
5,0.043340057695798767,-0.26547517909101959
6,-0.23415199935096173,-0.22224051405744494
7,0.050172900727219402,0.20017829646259236
8,0.08471737476387993,-0.17841980617519204
9,0.21482306765253278,-0.14434310972893774
10,0.23330684959129949,0.47685365405682389
11,0.12456797898555416,-0.24394208122910882
12,0.13237035667349051,0.46465457179104169
13,-0.18580586085521056,0.21919174573732136
14,-0.31370891254345867,0.34139975331359723
15,-0.249321522304217,0.41387019636239553
16,-0.11134923411862829,0.53179628095220632
17,0.23602416095594456,0.12955397644240474
18,-0.31760929910447594,0.21548452551160557
19,-0.050702224828387488,0.54284877272117771
20,-0.38391956340047806,-0.38500040930718965
21,-0.23649506456433877,0.35357221825436708
22,0.30567353214515552,-0.25080220866327235
23,-0.077493656151879281,0.41473776375112648
24,0.49166129845362566,0.26407309428855541
25,-0.10472489699626536,0.16067794216312023
26,0.19998161917808899,0.48696272335776741
27,0.33583190411575792,-0.28161857357795983
28,-0.094630374421914076,-0.41445232745400351
29,0.19483684934024559,0.6539092395629158
30,-0.33915564000232618,0.0011226314584536351
31,0.30564639063563592,0.57181509080743909
32,-0.66274471287942149,-0.23741949679841218
33,-0.38925703438204828,-0.24702983460416872
34,0.060761247168357298,0.51309935605709067
35,-0.54877242345365529,-0.21506329763681736
36,-0.5015574845552484,-0.46831468963189032
37,-0.48152651479817166,0.089492717645712816
38,0.16705403636921481,-0.10636463594433873
39,-7.6409955949707786e-06,-0.53033651189699937
40,0.23624166251674961,-0.3427394458128098
41,0.43872852110763771,-0.29428608813169377
42,-0.34921348079196485,-0.49435495723159645
43,0.38742584880389591,0.43360474248303676
44,0.19390439887364322,-0.29749468052763434
45,-0.28174817904900379,0.030882064765147557
46,0.619027568478282,-0.49479844133655987
47,-0.012915574099021981,0.1457525814072132
48,-0.58258847457567575,0.10618278616559042
49,0.24159050240779942,0.26016810913059601
50,-0.50512254972227,0.14474285712480567
51,-0.20645571825861825,-0.51877556137410319
52,-0.14146877027972929,-0.4775990275817526
53,-0.38259561818563237,0.68506573060743681
54,0.11699969176308191,-0.52114219733331946
55,-0.10136281146477341,-0.29865509308622967
56,-0.18779608162987657,0.50776432490279566
57,-0.47560802017991888,-0.30490799166571636
58,-0.38984902431205892,0.08706166096582417
59,0.42240698256411846,0.62442957613841732
60,-0.71976068767430967,0.10014395366676719
61,-0.43624419764440392,0.46665096276612977
62,0.38371343128431779,-0.51799027271761422
63,0.47317590303526602,0.35374340053467151
64,0.49463036120396864,-0.24065319573914223
65,0.58236144995168115,-0.019217590084122362
66,-0.2425718754763192,-0.30474580246659527
67,0.047299191100622501,0.64142343594964868
68,-0.67255475540936249,-0.33899181259991884
69,0.19709293686875912,0.38949159279981888
70,0.17610559061750955,0.69712850443518093
71,0.13815923919572989,0.38955545557489818
72,0.49664228102016567,0.12945718296822653
73,0.4130735400621503,-0.700117604614237
74,0.70588775114236579,0.10313240684246233
75,-0.24984800787990941,0.12458428655284165
76,0.4611597024965482,0.48961555589233713
77,0.66177902765915131,0.33421952856580539
78,0.36697628717570369,0.87365811080433908
79,0.35027297949375663,0.55592546433836665
80,-0.11413445237107611,-0.21503243077822615
81,0.32210087269226217,0.43451304777168231
82,-0.1779482651526704,0.67898572795246914
83,0.55404377550267414,-0.20163409747997138
84,-0.62201119574388986,-0.61063770220185609
85,0.32887910578397839,-0.23290407755240494
86,-0.080417596760370608,0.63760913647819817
87,-0.06046626057204095,0.74836978668988174
88,0.25422483359744896,-0.39510989759128773
89,-0.59906355817435175,-0.41350780819905963
90,0.45636712825433023,-0.16021849747818845
91,-0.45699579782430494,-0.73345201027932516
92,-0.51441740446659323,0.22208998642538783
93,0.67561209533108535,-0.3659914529321785
94,0.77350038370209129,-0.35997048756730948
95,-0.043217518983907743,0.80974303187445895
96,-0.51218711288079533,-0.16026438378633281
97,0.061264432003325486,0.41628208444242715
98,-0.45694942537516131,-0.095120719313627269
99,0.33010984573250474,0.31469873361480749
100,-0.091938201693971516,-0.74899600417814605
101,0.074631939792260474,0.031672326009215476
102,-0.38226748103059593,0.2692401256256608
103,-0.14172466054022687,0.40838592045719024
104,0.5972633738333657,0.3618095192083623
105,0.28945278074107877,-0.54661601445705688
106,0.56763097982818911,0.55037499988379035
107,0.74034753703731448,0.48221476791656398
108,-0.2138816210140701,-0.74095551572176266
109,-0.14231934090455417,-0.35144945892539226
110,-0.25469173758296515,-0.64830271840751741
111,-0.60829021065844957,0.31193696235635099
112,-0.6566644216876496,0.40140424534414798
113,-0.69260728516481507,0.32452506025338129
114,-0.34136573962246447,-0.40706000383877544
115,0.2118073716324739,0.58740013205808372
116,-0.66538540364324827,-0.45915523616898479
117,-0.22970768155157639,0.75558783780072081
118,-0.046877184388206379,-0.34675150294523949
119,-0.24934452980037558,0.50252881117249526
120,0.33181525866985462,0.69763071608931915
121,-0.27780259364402032,-0.44122740234124536
122,-0.47197455963017443,-0.3818216995965496
123,0.63223565540195037,0.55018049702500083
124,0.4993712269826609,-0.11779353818748606
125,0.87480242230472882,-0.10032520172022585
126,-0.74332983685418785,0.25136381041000849
127,0.27601356418720246,0.18568741751872062
128,0.043423190388622544,0.89111912208906641
129,-0.099727094438214786,-0.58501820247110015
130,-0.86737678192519585,-0.48139293604443284
131,0.27186606801813884,-0.27802256945188086
132,-0.31915366329124489,0.4570924442971282
133,0.026123594155524964,-0.12371410950998282
134,0.28655449097023999,-0.34565082255089336
135,0.11310878745821859,0.64085327921861146
136,-0.1567032783296671,-0.11692223589007153
137,0.11554675299769901,-0.29272962819632325
138,0.36328338323898707,-0.11520132597669913
139,-0.38775521796195472,-0.13605952454155582
140,-0.16352270473345984,0.57071875516089476
141,0.29156994276165016,-0.027556440126657707
142,-0.66987297077568897,0.092692043024552112
143,-0.30329380381820947,0.27430875284551559
144,-0.25277096927429638,-0.55285628072068427
145,0.36936717015678244,-0.46694221195334445
146,0.018899910212531405,0.26240172898321157
147,0.13770478160734612,-0.45493023485859019
148,-0.31021613437257145,0.11656655174171351
149,0.62759881419462338,-0.33869168468609651
150,0.031323737968184044,-0.59318500908035388
151,-0.32460612102681258,0.76288949784362092
152,-0.039901948543365567,-0.21406101157160692
153,0.66818103867512302,-0.65822725422090533
154,0.70952741996869007,0.81226448719176703
155,-0.72171076381681809,-0.071942267409319305
156,-0.10389167333449952,-0.93999999999999995
157,-0.14853797489936665,0.73476463756702826
158,-0.32873577576335589,-0.05807727189018537
159,0.67131043188693407,0.045069383967286096
160,0.49430576717316099,-0.39361126001537106
161,0.27389806541330292,-0.71805590567317878
162,-0.020084895554096475,0.59171230814784836
163,-0.76614995504789052,0.58481688279112709
164,-0.87480242230472882,0.30562255495632612
165,0.43291862504409118,0.80064647378519305
166,-0.77870877576552999,-0.62211473656700056
167,0.43427007431292575,0.21026460962411492
168,0.69958452171927532,-0.14560019819141545
169,-0.57989407318856157,-0.27707473968286422
170,0.43074453954311243,-0.035907123361701168
171,0.41671475367199945,0.14969989723287375
172,0.51286542395613166,-0.060860336768154943
173,0.53852403854328879,-0.43187007577325837
174,-0.26327583043309571,0.93999999999999995
175,0.13184169001551752,-0.65870302779438417
176,0.83582468682096778,-0.018159488441362837
177,0.019919789049051669,-0.34961902904289838
178,-0.58460129577791764,0.0067016610873703447
179,-0.59228983588627293,-0.67453034086977759
180,0.38630851519302623,0.32718064813430697
181,0.27233399989801566,0.66823524181220084
182,0.60446950418911549,0.1872644385282167
183,-0.77584636210342106,0.32815876560560409
184,0.67223627274503261,-0.58931672711067429
185,-0.055369790116935186,0.25842217757032826
186,-0.040581911308260096,0.074716010675306088
187,-0.0094389792559486096,-0.75817094808372199
188,0.82177410946236407,0.37093145024114194
189,-0.31399419731478023,-0.56165473123598142
190,0.52193131747163357,0.42016319929376555
191,-0.14154165245940073,0.11670828990175243
192,0.51037964737135444,0.59213197371151827
193,0.84912264407151161,-0.22128005688313523
194,-0.55188441180195924,0.38696333073659933
195,-0.14924079919817773,-0.64394034582162596
196,-0.85826739842194888,-0.17731640849368199
197,0.10823165572355216,-0.60193578914213486
198,0.35218109391834812,0.021162922007488504
199,0.39843220718414235,-0.62218094122843071
