case,module,local_node,global_node,is_bridge_endpoint,distance_to_bridge_endpoint_before,top10_shell,degree_before,degree_after,tau_before,tau_after,delta_tau,tau_before_minus_S_before,tau_after_minus_S_after,delta_tau_centered,tau_ratio,shell,case_label,case_order
shell0-shell0,1,797,797,0,-1,2,2,2,328.46773910185902,640.43733411293204,311.96959501107301,-79.794001351154193,-161.55864596744701,-81.764644616292699,1.9497724064594699,2,shell0-shell0,0
shell0-shell0,1,798,798,0,-1,2,2,2,368.772440269507,714.25662702899399,345.48418675948699,-39.489300183505499,-87.739353051384299,-48.2500528678788,1.9368492572465501,2,shell0-shell0,0
shell0-shell0,1,800,800,0,-1,2,3,3,367.366829414096,713.20590861910603,345.83907920501002,-40.894911038916703,-88.790071461272603,-47.8951604223559,1.9413998529932099,2,shell0-shell0,0
shell0-shell0,1,801,801,0,2,2,2,2,316.73400446808398,635.14685999942901,318.41285553134497,-91.527735984929194,-166.84912008095,-75.321384096020296,2.0053005078064801,2,shell0-shell0,0
shell0-shell0,1,803,803,0,-1,2,2,2,353.69895683682,684.41508563940602,330.71612880258601,-54.562783616192597,-117.580894440973,-63.018110824780102,1.93502149896123,2,shell0-shell0,0
shell0-shell0,1,809,809,0,-1,2,3,3,340.43206004931398,662.61247859028504,322.180418540971,-67.829680403698603,-139.38350149009401,-71.553821086395104,1.94638683117654,2,shell0-shell0,0
shell0-shell0,1,810,810,0,-1,2,2,2,376.81023313365603,737.16614524007696,360.35591210642002,-31.451507319356399,-64.829834840301899,-33.378327520945497,1.9563326056981101,2,shell0-shell0,0
shell0-shell0,1,811,811,0,-1,2,2,2,338.388948016482,656.12957058706297,317.74062257058102,-69.872792436531199,-145.86640949331601,-75.993617056784402,1.9389804969490501,2,shell0-shell0,0
shell0-shell0,1,812,812,0,-1,2,2,2,353.88367990835502,690.49513667490498,336.61145676655002,-54.378060544658098,-111.500843405474,-57.122782860815498,1.95119237161127,2,shell0-shell0,0
shell0-shell0,1,814,814,0,-1,2,2,2,336.30021825366498,652.30965383465002,316.00943558098498,-71.961522199348096,-149.68632624572899,-77.724804046380399,1.93966467587192,2,shell0-shell0,0
shell0-shell0,1,815,815,0,-1,2,2,2,345.08220715137702,672.05128266675104,326.96907551537402,-63.179533301635999,-129.94469741362801,-66.765164111991893,1.94751067641092,2,shell0-shell0,0
shell0-shell0,1,816,816,0,-1,2,2,2,350.11711516067299,680.539114800172,330.42199963949901,-58.144625292339498,-121.456865280206,-63.312239987866903,1.9437470644297501,2,shell0-shell0,0
shell0-shell0,1,817,817,0,2,2,2,2,360.37568810204198,713.74729258089496,353.37160447885299,-47.886052350971198,-88.248687499483594,-40.362635148512403,1.98056449462483,2,shell0-shell0,0
shell0-shell0,1,818,818,0,-1,2,3,3,359.64289332396902,696.60264423477099,336.95975091080197,-48.6188471290438,-105.393335845607,-56.774488716563603,1.9369287066859,2,shell0-shell0,0
shell0-shell0,1,819,819,0,-1,2,2,2,352.53181618727803,683.76053128415595,331.228715096879,-55.729924265735001,-118.235448796222,-62.5055245304872,1.93957112489648,2,shell0-shell0,0
shell0-shell0,1,821,821,0,-1,2,2,2,358.58276162955502,694.36265652489601,335.77989489534099,-49.678978823457904,-107.633323555483,-57.9543447320249,1.93640835763943,2,shell0-shell0,0
shell0-shell0,1,822,822,0,-1,2,3,3,384.31170377210498,748.28737488905597,363.97567111695099,-23.950036680907399,-53.708605191322199,-29.7585685104149,1.9470845346224099,2,shell0-shell0,0
shell0-shell0,1,823,823,0,2,2,2,2,363.91793042297002,729.01197807279902,365.09404764982901,-44.343810030042597,-72.984002007579207,-28.640191977536599,2.00323181994768,2,shell0-shell0,0
shell0-shell0,1,824,824,0,2,2,2,2,342.84739128390601,673.02623473192295,330.17884344801701,-65.4143491691066,-128.96974534845501,-63.555396179348897,1.96304901784888,2,shell0-shell0,0
shell0-shell0,1,826,826,0,-1,2,2,2,363.10100434440102,706.66053663660205,343.55953229220103,-45.160736108611303,-95.335443443776299,-50.174707335165003,1.94618171853453,2,shell0-shell0,0
shell0-shell0,1,828,828,0,-1,2,2,2,366.654227723237,713.04959577559703,346.39536805236003,-41.6075127297756,-88.946384304781503,-47.338871575006003,1.94474669009907,2,shell0-shell0,0
shell0-shell0,1,830,830,0,-1,2,2,2,341.674185740349,661.20611089462602,319.531925154276,-66.587554712663504,-140.78986918575299,-74.202314473089402,1.9351948098212499,2,shell0-shell0,0
shell0-shell0,1,832,832,0,-1,2,2,2,362.523274290713,708.11549051898601,345.592216228273,-45.7384661623,-93.880489561392807,-48.1420233990927,1.9532966315181699,2,shell0-shell0,0
shell0-shell0,1,833,833,0,2,2,2,2,346.34433162880202,683.87885007790601,337.53451844910398,-61.917408824210398,-118.117130002472,-56.199721178261903,1.9745634261191201,2,shell0-shell0,0
shell0-shell0,1,835,835,0,-1,2,2,2,360.86069895462401,701.29502241015302,340.43432345552901,-47.4010414983887,-100.700957670226,-53.299916171837303,1.94339540005806,2,shell0-shell0,0
shell0-shell0,1,838,838,0,-1,2,2,2,380.688983324547,740.26129403709001,359.57231071254398,-27.572757128466002,-61.734686043288299,-34.161928914822298,1.9445303816580399,2,shell0-shell0,0
shell0-shell0,1,841,841,0,-1,2,2,2,333.415572128549,645.78447209458602,312.36889996603702,-74.846168324463406,-156.21150798579299,-81.365339661329202,1.9368755573467999,2,shell0-shell0,0
shell0-shell0,1,842,842,0,-1,2,2,2,376.85959476013898,732.40037189757402,355.54077713743499,-31.402145692873901,-69.595608182804497,-38.193462489930702,1.9434303440349601,2,shell0-shell0,0
shell0-shell0,1,844,844,0,2,2,3,3,353.74462699148398,703.02794335396504,349.283316362481,-54.517113461528801,-98.968036726413601,-44.450923264884899,1.9873883296350101,2,shell0-shell0,0
shell0-shell0,1,848,848,0,-1,2,3,3,375.67240614050701,728.10055402727698,352.42814788676998,-32.5893343125054,-73.895426053101303,-41.306091740595903,1.93812625608429,2,shell0-shell0,0
shell0-shell0,1,851,851,0,-1,2,3,3,364.215968866038,716.05536783742696,351.83939897138902,-44.045771586975,-85.940612242951602,-41.894840655976601,1.96601859623788,2,shell0-shell0,0
shell0-shell0,1,852,852,0,-1,2,2,2,373.95435539722098,723.68299424331303,349.728638846092,-34.307385055792203,-78.312985837065995,-44.005600781273799,1.93521745046827,2,shell0-shell0,0
shell0-shell0,1,854,854,0,-1,2,2,2,352.88318972701097,681.89561336863096,329.01242364161999,-55.378550726002203,-120.10036671174799,-64.721815985745394,1.93235504897851,2,shell0-shell0,0
shell0-shell0,1,857,857,0,-1,2,2,2,371.84865794734702,722.61653056704597,350.76787261969997,-36.413082505666203,-79.379449513332105,-42.966367007665902,1.9433081580984699,2,shell0-shell0,0
shell0-shell0,1,865,865,0,-1,2,2,2,340.19787790294902,662.594576516448,322.39669861349898,-68.063862550063305,-139.40140356392999,-71.337541013867195,1.9476740437089699,2,shell0-shell0,0
shell0-shell0,1,867,867,0,2,2,2,2,294.48535541613097,593.22342023902399,298.73806482289302,-113.776385036882,-208.77255984135499,-94.996174804473,2.0144411575263299,2,shell0-shell0,0
shell0-shell0,1,869,869,0,-1,2,2,2,317.87995046948902,615.43448723488598,297.55453676539702,-90.381789983523603,-186.56149284549301,-96.179702861969105,1.9360594662416599,2,shell0-shell0,0
shell0-shell0,1,873,873,0,2,2,2,2,345.68390769645902,691.02387460737702,345.33996691091801,-62.577832756553804,-110.972105473002,-48.3942727164481,1.9990050425319701,2,shell0-shell0,0
shell0-shell0,1,874,874,0,-1,2,2,2,368.62916343295399,714.82829936566702,346.199135932714,-39.632577020059202,-87.167680714711395,-47.5351036946522,1.93915286763707,2,shell0-shell0,0
