case,module,local_node,global_node,is_bridge_endpoint,distance_to_bridge_endpoint_before,top10_shell,degree_before,degree_after,tau_before,tau_after,delta_tau,tau_before_minus_S_before,tau_after_minus_S_after,delta_tau_centered,tau_ratio,shell,case_label,case_order
shell0-shell0,1,23,23,0,2,1,9,9,428.13622242567902,847.77874965188005,419.6425272262,19.8744819726667,45.782769571501298,25.908287598834601,1.98016123197576,1,shell0-shell0,0
shell0-shell0,1,24,24,0,-1,1,12,12,473.087582386527,916.999109034865,443.911526648338,64.825841933514198,115.003128954487,50.1772870209725,1.9383284262271101,1,shell0-shell0,0
shell0-shell0,1,26,26,0,1,1,12,12,470.32110908997902,934.55874382706497,464.23763473708698,62.059368636965999,132.56276374668701,70.503395109720799,1.9870652746914499,1,shell0-shell0,0
shell0-shell0,1,27,27,0,1,1,7,7,439.002610754476,882.60617828707905,443.60356753260299,30.740870301463499,80.610198206700602,49.8693279052371,2.01048047703001,1,shell0-shell0,0
shell0-shell0,1,28,28,0,2,1,15,15,479.51337413668301,934.79436735225602,455.28099321557397,71.251633683669894,132.798387271878,61.546753588207899,1.9494646401370199,1,shell0-shell0,0
shell0-shell0,1,30,30,0,1,1,7,7,467.27763033963498,937.52126775674606,470.24363741711198,59.015889886621899,135.52528767636801,76.509397789745904,2.0063474193603499,1,shell0-shell0,0
shell0-shell0,1,31,31,0,2,1,4,4,402.01304871065503,788.22721607341805,386.21416736276302,-6.2486917423578898,-13.7687640069603,-7.5200722646023896,1.9607005757684699,1,shell0-shell0,0
shell0-shell0,1,32,32,0,1,1,3,3,407.43227611955899,849.99359751961094,442.56132140005201,-0.82946433345341597,47.9976174392324,48.827081772685801,2.0862205753924701,1,shell0-shell0,0
shell0-shell0,1,33,33,0,-1,1,20,20,459.706897969843,892.05322261179197,432.34632464194902,51.4451575168302,90.057242531413095,38.612085014582902,1.94048256954872,1,shell0-shell0,0
shell0-shell0,1,34,34,0,2,1,23,23,444.556267213794,875.57480716262398,431.01853994882998,36.294526760781203,73.578827082245496,37.284300321464301,1.96954777547101,1,shell0-shell0,0
shell0-shell0,1,36,36,0,1,1,13,13,477.31638189213601,944.42564232009101,467.10926042795597,69.054641439122904,142.429662239713,73.375020800589894,1.97861560622806,1,shell0-shell0,0
shell0-shell0,1,37,37,0,2,1,19,19,453.39376124574301,882.13160595599697,428.73784471025402,45.1320207927307,80.135625875618501,35.003605082887802,1.94561919760928,1,shell0-shell0,0
shell0-shell0,1,38,38,0,-1,1,17,17,459.24279274387902,891.95317278118898,432.71038003730899,50.9810522908666,89.957192700810097,38.976140409943497,1.94222573957439,1,shell0-shell0,0
shell0-shell0,1,41,41,0,-1,1,9,9,468.47606068887302,912.81005100393895,444.33399031506599,60.214320235860399,110.814070923561,50.599750687700499,1.94846680033488,1,shell0-shell0,0
shell0-shell0,1,42,42,0,-1,1,7,7,456.33202492242998,886.499137544208,430.16711262177802,48.070284469416897,84.503157463829396,36.432872994412499,1.9426625551754799,1,shell0-shell0,0
shell0-shell0,1,45,45,0,-1,1,3,3,445.44673570761501,872.72079236412605,427.27405665651099,37.184995254601901,70.724812283747198,33.539817029145297,1.9592034746371301,1,shell0-shell0,0
shell0-shell0,1,46,46,0,1,1,8,8,427.081274472421,856.14880785465402,429.06753338223302,18.8195340194086,54.1528277742756,35.333293754867,2.0046507749895301,1,shell0-shell0,0
shell0-shell0,1,47,47,0,1,1,3,3,420.61986904740701,878.69926987384895,458.07940082644097,12.358128594394699,76.703289793470006,64.345161199075406,2.0890579226888901,1,shell0-shell0,0
shell0-shell0,1,49,49,0,2,1,5,5,437.13967538583802,850.61703100059503,413.47735561475702,28.8779349328256,48.621050920216597,19.743115987391,1.9458701163416601,1,shell0-shell0,0
shell0-shell0,1,50,50,0,2,1,9,9,459.926147713246,898.92121048612796,438.99506277288202,51.664407260233602,96.9252304057499,45.260823145516298,1.95449033492783,1,shell0-shell0,0
shell0-shell0,1,51,51,0,2,1,2,2,404.44846192442299,792.55670051163895,388.10823858721602,-3.8132785285899899,-9.4392795687397193,-5.6260010401497302,1.9595987502104499,1,shell0-shell0,0
shell0-shell0,1,53,53,0,-1,1,8,8,463.80230217717201,903.66226344166796,439.85996126449498,55.540561724159701,101.666283361289,46.125721637129303,1.9483781326649601,1,shell0-shell0,0
shell0-shell0,1,55,55,0,2,1,9,9,438.603368833248,856.75093553923898,418.14756670599098,30.341628380235399,54.7549554588606,24.413327078625201,1.9533615024853299,1,shell0-shell0,0
shell0-shell0,1,56,56,0,-1,1,7,7,470.86163793009302,916.57706968407399,445.71543175398102,62.599897477080297,114.581089603696,51.981192126615603,1.9465953389478601,1,shell0-shell0,0
shell0-shell0,1,57,57,0,1,1,3,3,446.32574598850402,923.38065234293003,477.05490635442698,38.064005535490899,121.384672262552,83.320666727060797,2.06884917718082,1,shell0-shell0,0
shell0-shell0,1,60,60,0,2,1,10,10,453.34029763020902,906.11551823158402,452.775220601375,45.0785571771966,104.119538151206,59.040980974009202,1.9987535257029001,1,shell0-shell0,0
shell0-shell0,1,64,64,0,-1,1,17,17,490.261108409504,952.37205282334696,462.11094441384301,81.9993679564909,150.37607274296801,68.376704786477404,1.94258128268223,1,shell0-shell0,0
shell0-shell0,1,66,66,0,-1,1,5,5,492.19267602178599,958.326453905054,466.13377788326699,83.930935568773705,156.33047382467501,72.399538255901206,1.9470554938989699,1,shell0-shell0,0
shell0-shell0,1,71,71,0,1,1,6,6,426.93960099671301,880.27710527464205,453.33750427792899,18.677860543700401,78.281125194263694,59.603264650563297,2.0618305334515399,1,shell0-shell0,0
shell0-shell0,1,72,72,0,2,1,7,7,444.86843581413802,872.31662979617397,427.44819398203498,36.606695361125702,70.320649715795,33.713954354669198,1.9608418120287101,1,shell0-shell0,0
shell0-shell0,1,73,73,0,-1,1,3,3,403.27771968872401,785.55565971266299,382.27794002393898,-4.9840207642888599,-16.440320367715501,-11.456299603426601,1.9479272505285099,1,shell0-shell0,0
shell0-shell0,1,74,74,0,-1,1,10,10,427.47724923542,827.69477560376504,400.217526368346,19.2155087824069,25.6987955233867,6.4832867409797901,1.93623117273298,1,shell0-shell0,0
shell0-shell0,1,76,76,0,-1,1,2,2,355.991897135942,698.28045034214404,342.28855320620198,-52.269843317070404,-103.715529738234,-51.445686421163799,1.96150658472851,1,shell0-shell0,0
shell0-shell0,1,77,77,0,1,1,5,5,433.04458193971698,880.23219603026996,447.18761409055298,24.7828414867042,78.236215949891402,53.453374463187203,2.03265952915861,1,shell0-shell0,0
shell0-shell0,1,79,79,0,2,1,11,11,460.13840620246202,894.81453355148801,434.67612734902502,51.876665749449401,92.818553471109098,40.941887721659697,1.9446638695874601,1,shell0-shell0,0
shell0-shell0,1,80,80,0,-1,1,13,13,446.95604405598903,865.82500072876201,418.86895667277298,38.694303602976099,63.8290206483831,25.134717045407001,1.9371591731295701,1,shell0-shell0,0
shell0-shell0,1,82,82,0,2,1,3,3,409.36479294456598,796.48446219087498,387.11966924630798,1.1030524915536799,-5.5115178895038097,-6.6145703810574901,1.9456594116503101,1,shell0-shell0,0
shell0-shell0,1,84,84,0,1,1,5,5,441.975113828242,899.54628962830895,457.57117580006701,33.713373375229402,97.550309547930595,63.8369361727013,2.0352871948756102,1,shell0-shell0,0
shell0-shell0,1,85,85,0,1,1,11,11,448.30068217809099,901.73930098789401,453.43861880980302,40.038941725078097,99.743320907515098,59.704379182437002,2.01146091638038,1,shell0-shell0,0
shell0-shell0,1,87,87,0,-1,1,5,5,460.804388547131,895.48136034554705,434.67697179841599,52.542648094118,93.485380265168104,40.942732171050203,1.94330041684045,1,shell0-shell0,0
shell0-shell0,1,88,88,0,-1,1,2,2,402.73014692271698,781.11537675285001,378.385229830132,-5.5315935302953099,-20.880603327528899,-15.349009797233601,1.93955029868361,1,shell0-shell0,0
shell0-shell0,1,89,89,0,-1,1,3,3,420.92467962035403,816.47264352965499,395.54796390930102,12.662939167341399,14.4766634492767,1.8137242819352699,1.9397119795067801,1,shell0-shell0,0
