node,degree,shell,x,y,is_hub
484,3,2,0.034676685550451336,0.31082660463207812,0
485,2,3,0.053439419688606535,0.43678425535264065,0
486,4,2,0.05519988487107759,0.33307347796631548,0
487,2,2,0.23232828099502734,-0.29962571788605663,0
488,3,3,-0.16512320253583015,0.41058714216739911,0
489,5,1,-0.079019602025970997,0.1422263757452909,0
490,2,2,-0.32879220310183244,0.065228868479990265,0
491,3,1,-0.11155766834875247,0.14077514200811347,0
492,2,2,-0.0056829748563926794,0.31465705180315939,0
493,3,3,-0.17668897246536061,0.42022468123153911,0
494,2,2,0.033056814948290256,-0.358436878592717,0
495,2,2,-0.32593751857300712,0.060584179563827417,0
496,3,2,0.18100392310854149,-0.31694007917132128,0
497,2,2,0.35385248658230817,-0.13213825900074494,0
498,2,2,-0.0082442690592159154,0.32746302233335828,0
499,2,1,-0.001007818718012303,0.16082351531193573,0
500,3,2,0.19758575286143501,-0.328519929538444,0
501,3,1,0.014443867680845324,0.16283924765374502,0
502,2,1,0.15744210103688686,-0.17264476897200101,0
503,3,3,-0.18509589603680388,0.42219325130754259,0
504,2,1,0.23244859412716912,-0.092947295099931854,0
505,2,2,-0.010517701341988865,0.33628948555506288,0
506,3,2,-0.18734146773290528,0.28349819646069518,0
507,2,2,-0.0087067858072564439,0.30434021251368981,0
508,2,3,-0.24359904255778431,0.37433775097265498,0
509,2,2,0.37584329198951921,-0.12939105144113291,0
510,3,3,-0.42588152901662696,0.19287101311309815,0
511,2,1,0.2138046479870197,0.062971509997872543,0
512,2,2,-0.21345799131823326,0.23664009435391317,0
513,4,2,0.14382473389360684,-0.33944743591631743,0
514,2,2,-0.31008692031636881,0.052816381020743153,0
515,3,1,0.22577766312904318,-0.11667879807053785,0
516,3,3,-0.18835485395875667,0.41315044333727524,0
