rank,source_chunk,candidate_id,shell_pair,local_u,local_v,global_u,global_v,exact_threshold,threshold_RR,exact_delta_threshold,margin_M,S_N,epsilon_N,epsilon_crit,p_u_before,p_v_before,p_u_after,p_v_after,tau_u_plus_after,tau_v_plus_after,degree_u_before,degree_v_before,top10_shell_pair_unordered,top10_shell_pair_ordered,p_after_product,drop_vs_rr
1,5,full_0497651_u925_v925,3-3,925,925,925,1925,3.9970673338464,4.0130552339912,-0.0159879001448,0.0009942944710395,820.578322087548,0.002073442500556,0.0010791480295164,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,3620.78351928651,3620.78351928651,2,2,3-3,3-3,0.11111111111111088,0.01598790014480045
